WHO_code,WHO_label,PCU_code,PCU_label,THCC_distance,PCU_distance,specific,values 
P14.1,Klumpke paralysis due to birth injury,P14.1,Klumpke's paralysis due to birth injury,2,2,0, paralysis due to birth injury
P14.2,Phrenic nerve paralysis due to birth injury,P14.2,Phrenic nerve paralysis due to birth injury,0,0,0,Phrenic nerve paralysis due to birth injury
P14.3,Other brachial plexus birth injuries,P14.3,Other brachial plexus birth injuries,0,0,0,Other brachial plexus birth injuries
P14.8,Birth injuries to other parts of peripheral nervous system,P14.8,Birth injuries to other parts of peripheral nervous system,0,0,0,Birth injuries to other parts of peripheral nervous system
P14.9,"Birth injury to peripheral nervous system, unspecified",P14.9,Birth injury to peripheral nervous system unspecified,0,1,0,Birth injury to peripheral nervous system
P14.9,"Birth injury to peripheral nervous system, unspecified",P14.9,Birth injury to peripheral nervous system unspecified,0,1,-1,","
P14.9,"Birth injury to peripheral nervous system, unspecified",P14.9,Birth injury to peripheral nervous system unspecified,0,1,0, unspecified
P15.0,Birth injury to liver,P15.0,Birth injury to liver,0,0,0,Birth injury to liver
P15.1,Birth injury to spleen,P15.1,Birth injury to spleen,0,0,0,Birth injury to spleen
P15.2,Sternomastoid injury due to birth injury,P15.2,Sternomastoid injury due to birth injury,0,0,0,Sternomastoid injury due to birth injury
P15.3,Birth injury to eye,P15.3,Birth injury to eye,0,0,0,Birth injury to eye
P15.4,Birth injury to face,P15.4,Birth injury to face,0,0,0,Birth injury to face
P15.5,Birth injury to external genitalia,P15.5,Birth injury to external genitalia,0,0,0,Birth injury to external genitalia
P15.6,Subcutaneous fat necrosis due to birth injury,P15.6,Subcutaneous fat necrosis due to birth injury,0,0,0,Subcutaneous fat necrosis due to birth injury
P15.8,Other specified birth injuries,P15.8,Other specified  birth injuries,0,1,0,Other specified 
P15.8,Other specified birth injuries,P15.8,Other specified  birth injuries,0,1,1, 
P15.8,Other specified birth injuries,P15.8,Other specified  birth injuries,0,1,0,birth injuries
P15.9,"Birth injury, unspecified",P15.9,Birth injury unspecified,0,1,0,Birth injury
P15.9,"Birth injury, unspecified",P15.9,Birth injury unspecified,0,1,-1,","
P15.9,"Birth injury, unspecified",P15.9,Birth injury unspecified,0,1,0, unspecified
P20.0,Intrauterine hypoxia first noted before onset of labour,P20.0,Intrauterine hypoxia first noted before onset of labour,0,0,0,Intrauterine hypoxia first noted before onset of labour
P20.1,Intrauterine hypoxia first noted during labour and delivery,P20.1,Intrauterine hypoxia first noted during labour and delivery,0,0,0,Intrauterine hypoxia first noted during labour and delivery
P20.9,"Intrauterine hypoxia, unspecified",P20.9,Intrauterine hypoxia unspecified,0,1,0,Intrauterine hypoxia
P20.9,"Intrauterine hypoxia, unspecified",P20.9,Intrauterine hypoxia unspecified,0,1,-1,","
P20.9,"Intrauterine hypoxia, unspecified",P20.9,Intrauterine hypoxia unspecified,0,1,0, unspecified
P21.0,Severe birth asphyxia,P21.0,Severe birth asphyxia,0,0,0,Severe birth asphyxia
P21.1,Mild and moderate birth asphyxia,P21.1,Mild and moderate birth asphyxia,0,0,0,Mild and moderate birth asphyxia
P21.9,"Birth asphyxia, unspecified",P21.9,Birth asphyxia unspecified,0,1,0,Birth asphyxia
P21.9,"Birth asphyxia, unspecified",P21.9,Birth asphyxia unspecified,0,1,-1,","
P21.9,"Birth asphyxia, unspecified",P21.9,Birth asphyxia unspecified,0,1,0, unspecified
P22.0,Respiratory distress syndrome of newborn,P22.0,Respiratory distress syndrome of newborn,0,0,0,Respiratory distress syndrome of newborn
P22.1,Transient tachypnoea of newborn,P22.1,Transient tachypnoea of newborn,0,0,0,Transient tachypnoea of newborn
P22.8,Other respiratory distress of newborn,P22.8,Other respiratory distress of newborn,0,0,0,Other respiratory distress of newborn
P22.9,"Respiratory distress of newborn, unspecified",P22.9,Respiratory distress of newborn unspecified,0,1,0,Respiratory distress of newborn
P22.9,"Respiratory distress of newborn, unspecified",P22.9,Respiratory distress of newborn unspecified,0,1,-1,","
P22.9,"Respiratory distress of newborn, unspecified",P22.9,Respiratory distress of newborn unspecified,0,1,0, unspecified
P23.0,Congenital pneumonia due to viral agent,P23.0,Congenital pneumonia due to viral agent,0,0,0,Congenital pneumonia due to viral agent
P23.1,Congenital pneumonia due to Chlamydia,P23.1,Congenital pneumonia due to Chlamydia,0,0,0,Congenital pneumonia due to Chlamydia
P23.2,Congenital pneumonia due to staphylococcus,P23.2,Congenital pneumonia due to staphylococcus,0,0,0,Congenital pneumonia due to staphylococcus
P23.3,"Congenital pneumonia due to streptococcus, group B",P23.3,Congenital pneumonia due to streptococcus group B,1,1,0,Congenital pneumonia due to streptococcus
P23.3,"Congenital pneumonia due to streptococcus, group B",P23.3,Congenital pneumonia due to streptococcus group B,1,1,-1,","
P23.3,"Congenital pneumonia due to streptococcus, group B",P23.3,Congenital pneumonia due to streptococcus group B,1,1,0, group B
P23.4,Congenital pneumonia due to Escherichia coli,P23.4,Congenital pneumonia due to Escherichia coli,0,0,0,Congenital pneumonia due to Escherichia coli
P23.5,Congenital pneumonia due to Pseudomonas,P23.5,Congenital pneumonia due to Pseudomonas,0,0,0,Congenital pneumonia due to Pseudomonas
P23.6,Congenital pneumonia due to other bacterial agents,P23.6,Congenital pneumonia due to other bacterial agents,0,0,0,Congenital pneumonia due to other bacterial agents
P23.8,Congenital pneumonia due to other organisms,P23.8,Congenital pneumonia due to other organisms,0,0,0,Congenital pneumonia due to other organisms
P23.9,"Congenital pneumonia, unspecified",P23.9,Congenital pneumonia unspecified,0,1,0,Congenital pneumonia
P23.9,"Congenital pneumonia, unspecified",P23.9,Congenital pneumonia unspecified,0,1,-1,","
P23.9,"Congenital pneumonia, unspecified",P23.9,Congenital pneumonia unspecified,0,1,0, unspecified
P24.0,Neonatal aspiration of meconium,P24.0,Neonatal aspiration of meconium,0,0,0,Neonatal aspiration of meconium
P24.1,Neonatal aspiration of amniotic fluid and mucus,P24.1,Neonatal aspiration of amniotic fluid and mucus,0,0,0,Neonatal aspiration of amniotic fluid and mucus
P24.2,Neonatal aspiration of blood,P24.2,Neonatal aspiration of blood,0,0,0,Neonatal aspiration of blood
P24.3,Neonatal aspiration of milk and regurgitated food,P24.3,Neonatal aspiration of milk and regurgitated food,0,0,0,Neonatal aspiration of milk and regurgitated food
P24.8,Other neonatal aspiration syndromes,P24.8,Other neonatal aspiration syndrome,0,1,0,Other neonatal aspiration syndrome
P24.8,Other neonatal aspiration syndromes,P24.8,Other neonatal aspiration syndrome,0,1,-1,s
P24.9,"Neonatal aspiration syndrome, unspecified",P24.9,Neonatal aspiration syndrome unspecified,0,1,0,Neonatal aspiration syndrome
P24.9,"Neonatal aspiration syndrome, unspecified",P24.9,Neonatal aspiration syndrome unspecified,0,1,-1,","
P24.9,"Neonatal aspiration syndrome, unspecified",P24.9,Neonatal aspiration syndrome unspecified,0,1,0, unspecified
P25.0,Interstitial emphysema originating in the perinatal period,P25.0,Interstitial emphysema originating in the perinatal period,0,0,0,Interstitial emphysema originating in the perinatal period
P25.1,Pneumothorax originating in the perinatal period,P25.1,Pneumothorax originating in the perinatal period,0,0,0,Pneumothorax originating in the perinatal period
P25.2,Pneumomediastinum originating in the perinatal period,P25.2,Pneumomediastinum originating in the perinatal period,0,0,0,Pneumomediastinum originating in the perinatal period
P25.3,Pneumopericardium originating in the perinatal period,P25.3,Pneumopericardium originating in the perinatal period,0,0,0,Pneumopericardium originating in the perinatal period
P25.8,Other conditions related to interstitial emphysema originating in the perinatal period,P25.8,Other conditions related to interstitial emphysema originating in the perinatal period,0,0,0,Other conditions related to interstitial emphysema originating in the perinatal period
P26.0,Tracheobronchial haemorrhage originating in the perinatal period,P26.0,Tracheobronchial haemorrhage originating in the perinatal period,0,0,0,Tracheobronchial haemorrhage originating in the perinatal period
P26.1,Massive pulmonary haemorrhage originating in the perinatal period,P26.1,Massive pulmonary haemorrhage originating in the perinatal period,0,0,0,Massive pulmonary haemorrhage originating in the perinatal period
P26.8,Other pulmonary haemorrhages originating in the perinatal period,P26.8,Other pulmonary haemorrhage originating in the perinatal period,0,1,0,Other pulmonary haemorrhage
P26.8,Other pulmonary haemorrhages originating in the perinatal period,P26.8,Other pulmonary haemorrhage originating in the perinatal period,0,1,-1,s
P26.8,Other pulmonary haemorrhages originating in the perinatal period,P26.8,Other pulmonary haemorrhage originating in the perinatal period,0,1,0, originating in the perinatal period
P26.9,Unspecified pulmonary haemorrhage originating in the perinatal period,P26.9,Unspecified pulmonary haemorrhage originating in the perinatal period,0,0,0,Unspecified pulmonary haemorrhage originating in the perinatal period
P27.0,Wilson-Mikity syndrome,P27.0,Wilson-Mikity syndrome,0,0,0,Wilson-Mikity syndrome
P27.1,Bronchopulmonary dysplasia originating in the perinatal period,P27.1,Bronchopulmonary dysplasia originating in the perinatal period,0,0,0,Bronchopulmonary dysplasia originating in the perinatal period
P27.8,Other chronic respiratory diseases originating in the perinatal period,P27.8,Other chronic respiratory diseases originating in the perinatal period,0,0,0,Other chronic respiratory diseases originating in the perinatal period
P27.9,Unspecified chronic respiratory disease originating in the perinatal period,P27.9,Unspecified chronic repiratory disease originating in the perinatal period,2,1,0,Unspecified chronic re
P27.9,Unspecified chronic respiratory disease originating in the perinatal period,P27.9,Unspecified chronic repiratory disease originating in the perinatal period,2,1,-1,s
P27.9,Unspecified chronic respiratory disease originating in the perinatal period,P27.9,Unspecified chronic repiratory disease originating in the perinatal period,2,1,0,piratory disease originating in the perinatal period
P28.0,Primary atelectasis of newborn,P28.0,Primary atelectasis of newborn,0,0,0,Primary atelectasis of newborn
P28.1,Other and unspecified atelectasis of newborn,P28.1,Other and unspecified atelectasis of newborn,0,0,0,Other and unspecified atelectasis of newborn
P28.2,Cyanotic attacks of newborn,P28.2,Cyanotic attacks of newborn,0,0,0,Cyanotic attacks of newborn
P28.3,Primary sleep apnoea of newborn,P28.3,Primary sleep apnoea of newborn,0,0,0,Primary sleep apnoea of newborn
P28.4,Other apnoea of newborn,P28.4,Other apnoea of newborn,0,0,0,Other apnoea of newborn
P28.5,Respiratory failure of newborn,P28.5,Respiratory failure of newborn,0,0,0,Respiratory failure of newborn
P28.8,Other specified respiratory conditions of newborn,P28.8,Other specified respiratory conditions of newborn,0,0,0,Other specified respiratory conditions of newborn
P28.9,"Respiratory condition of newborn, unspecified",P28.9,Respiratory condition of newborn unspecified,0,1,0,Respiratory condition of newborn
P28.9,"Respiratory condition of newborn, unspecified",P28.9,Respiratory condition of newborn unspecified,0,1,-1,","
P28.9,"Respiratory condition of newborn, unspecified",P28.9,Respiratory condition of newborn unspecified,0,1,0, unspecified
P29.0,Neonatal cardiac failure,P29.0,Neonatal cardiac failure,0,0,0,Neonatal cardiac failure
P29.1,Neonatal cardiac dysrhythmia,P29.1,Neonatal cardiac dysrhythmia,0,0,0,Neonatal cardiac dysrhythmia
P29.2,Neonatal hypertension,P29.2,Neonatal hypertension,0,0,0,Neonatal hypertension
P29.3,Persistent fetal circulation,P29.3,Persistent fetal circulation,0,0,0,Persistent fetal circulation
P29.4,Transient myocardial ischaemia of newborn,P29.4,Transient myocardial ischaemia of newborn,0,0,0,Transient myocardial ischaemia of newborn
P29.8,Other cardiovascular disorders originating in the perinatal period,P29.8,Other cardiovascular disorders originating in the perinatal period,0,0,0,Other cardiovascular disorders originating in the perinatal period
P29.9,"Cardiovascular disorder originating in the perinatal period, unspecified",P29.9,Cardiovascular disorders originating in the perinatal period unspecified,1,2,0,Cardiovascular disorder
P29.9,"Cardiovascular disorder originating in the perinatal period, unspecified",P29.9,Cardiovascular disorders originating in the perinatal period unspecified,1,2,1,s
P29.9,"Cardiovascular disorder originating in the perinatal period, unspecified",P29.9,Cardiovascular disorders originating in the perinatal period unspecified,1,2,0, originating in the perinatal period
P29.9,"Cardiovascular disorder originating in the perinatal period, unspecified",P29.9,Cardiovascular disorders originating in the perinatal period unspecified,1,2,-1,","
P29.9,"Cardiovascular disorder originating in the perinatal period, unspecified",P29.9,Cardiovascular disorders originating in the perinatal period unspecified,1,2,0, unspecified
P35.0,Congenital rubella syndrome,P35.0,Congenital rubella syndrome,0,0,0,Congenital rubella syndrome
P35.1,Congenital cytomegalovirus infection,P35.1,Congenital cytomegalovirus infection,0,0,0,Congenital cytomegalovirus infection
P35.2,Congenital herpesviral [herpes simplex] infection,P35.2,Congenital herpesviral [ herpes simplex ] infection,0,2,0,Congenital herpesviral [
P35.2,Congenital herpesviral [herpes simplex] infection,P35.2,Congenital herpesviral [ herpes simplex ] infection,0,2,1, 
P35.2,Congenital herpesviral [herpes simplex] infection,P35.2,Congenital herpesviral [ herpes simplex ] infection,0,2,0,herpes simplex
P35.2,Congenital herpesviral [herpes simplex] infection,P35.2,Congenital herpesviral [ herpes simplex ] infection,0,2,1, 
P35.2,Congenital herpesviral [herpes simplex] infection,P35.2,Congenital herpesviral [ herpes simplex ] infection,0,2,0,] infection
P35.3,Congenital viral hepatitis,P35.3,Congenital viral hepatitis,0,0,0,Congenital viral hepatitis
P35.8,Other congenital viral diseases,P35.8,Other congenital viral diseases,0,0,0,Other congenital viral diseases
P35.9,"Congenital viral disease, unspecified",P35.9,Congenital viral disease unspecified,0,1,0,Congenital viral disease
P35.9,"Congenital viral disease, unspecified",P35.9,Congenital viral disease unspecified,0,1,-1,","
P35.9,"Congenital viral disease, unspecified",P35.9,Congenital viral disease unspecified,0,1,0, unspecified
P36.0,"Sepsis of newborn due to streptococcus, group B",P36.0,Sepsis of newborn due to streptococcus group B,0,1,0,Sepsis of newborn due to streptococcus
P36.0,"Sepsis of newborn due to streptococcus, group B",P36.0,Sepsis of newborn due to streptococcus group B,0,1,-1,","
P36.0,"Sepsis of newborn due to streptococcus, group B",P36.0,Sepsis of newborn due to streptococcus group B,0,1,0, group B
P36.1,Sepsis of newborn due to other and unspecified streptococci,P36.1,Sepsis of newborn due to other and unspecified streptococci,0,0,0,Sepsis of newborn due to other and unspecified streptococci
P36.2,Sepsis of newborn due to Staphylococcus aureus,P36.2,Sepsis of newborn due to Staphylococcus aureus,0,0,0,Sepsis of newborn due to Staphylococcus aureus
P36.3,Sepsis of newborn due to other and unspecified staphylococci,P36.3,Sepsis of newborn due to other and unspecified staphylococci,5,0,0,Sepsis of newborn due to other and unspecified staphylococci
P36.4,Sepsis of newborn due to Escherichia coli,P36.4,Sepsis of newborn due to Escherichia coli,0,0,0,Sepsis of newborn due to Escherichia coli
P36.5,Sepsis of newborn due to anaerobes,P36.5,Sepsis of newborn due to anaerobes,0,0,0,Sepsis of newborn due to anaerobes
P36.8,Other bacterial sepsis of newborn,P36.8,Other bacterial sepsis of newborn,0,0,0,Other bacterial sepsis of newborn
P36.9,"Bacterial sepsis of newborn, unspecified",P36.9,Bacterial sepsis of newborn unspecified,0,1,0,Bacterial sepsis of newborn
P36.9,"Bacterial sepsis of newborn, unspecified",P36.9,Bacterial sepsis of newborn unspecified,0,1,-1,","
P36.9,"Bacterial sepsis of newborn, unspecified",P36.9,Bacterial sepsis of newborn unspecified,0,1,0, unspecified
P37.0,Congenital tuberculosis,P37.0,Congenital tuberculosis,0,0,0,Congenital tuberculosis
P37.1,Congenital toxoplasmosis,P37.1,Congenital toxoplasmosis,0,0,0,Congenital toxoplasmosis
P37.2,Neonatal (disseminated) listeriosis,P37.2,Neonatal ( disseminated ) listeriosis,0,2,0,Neonatal (
P37.2,Neonatal (disseminated) listeriosis,P37.2,Neonatal ( disseminated ) listeriosis,0,2,1, 
P37.2,Neonatal (disseminated) listeriosis,P37.2,Neonatal ( disseminated ) listeriosis,0,2,0,disseminated
P37.2,Neonatal (disseminated) listeriosis,P37.2,Neonatal ( disseminated ) listeriosis,0,2,1, 
P37.2,Neonatal (disseminated) listeriosis,P37.2,Neonatal ( disseminated ) listeriosis,0,2,0,) listeriosis
P37.3,Congenital falciparum malaria,P37.3,Congenital falciparum malaria,0,0,0,Congenital falciparum malaria
P37.4,Other congenital malaria,P37.4,Other congenital malaria,0,0,0,Other congenital malaria
P37.5,Neonatal candidiasis,P37.5,Neonatal candidiasis,0,0,0,Neonatal candidiasis
P37.8,Other specified congenital infectious and parasitic diseases,P37.8,Other specified congenitial infectious and parasitic diseases,0,1,0,Other specified congenit
P37.8,Other specified congenital infectious and parasitic diseases,P37.8,Other specified congenitial infectious and parasitic diseases,0,1,1,i
P37.8,Other specified congenital infectious and parasitic diseases,P37.8,Other specified congenitial infectious and parasitic diseases,0,1,0,al infectious and parasitic diseases
P37.9,"Congenital infectious and parasitic disease, unspecified",P37.9,Congenitial infectious or parasitic disease unspecified,2,5,0,Congenit
P37.9,"Congenital infectious and parasitic disease, unspecified",P37.9,Congenitial infectious or parasitic disease unspecified,2,5,1,i
P37.9,"Congenital infectious and parasitic disease, unspecified",P37.9,Congenitial infectious or parasitic disease unspecified,2,5,0,al infectious 
P37.9,"Congenital infectious and parasitic disease, unspecified",P37.9,Congenitial infectious or parasitic disease unspecified,2,5,-1,and
P37.9,"Congenital infectious and parasitic disease, unspecified",P37.9,Congenitial infectious or parasitic disease unspecified,2,5,1,or
P37.9,"Congenital infectious and parasitic disease, unspecified",P37.9,Congenitial infectious or parasitic disease unspecified,2,5,0, parasitic disease
P37.9,"Congenital infectious and parasitic disease, unspecified",P37.9,Congenitial infectious or parasitic disease unspecified,2,5,-1,","
P37.9,"Congenital infectious and parasitic disease, unspecified",P37.9,Congenitial infectious or parasitic disease unspecified,2,5,0, unspecified
P39.0,Neonatal infective mastitis,P39.0,Neonatal infective mastitis,0,0,0,Neonatal infective mastitis
P39.1,Neonatal conjunctivitis and dacryocystitis,P39.1,Neonatal conjunctivitis and dacryocystitis,0,0,0,Neonatal conjunctivitis and dacryocystitis
P39.2,"Intra-amniotic infection of fetus, not elsewhere classified",P39.2,Intra-amniotic infection of fetus not elsewhere classified,0,1,0,Intra-amniotic infection of fetus
P39.2,"Intra-amniotic infection of fetus, not elsewhere classified",P39.2,Intra-amniotic infection of fetus not elsewhere classified,0,1,-1,","
P39.2,"Intra-amniotic infection of fetus, not elsewhere classified",P39.2,Intra-amniotic infection of fetus not elsewhere classified,0,1,0, not elsewhere classified
P39.3,Neonatal urinary tract infection,P39.3,Neonatal urinary tract infection,0,0,0,Neonatal urinary tract infection
P39.4,Neonatal skin infection,P39.4,Neonatal skin infection,0,0,0,Neonatal skin infection
P39.8,Other specified infections specific to the perinatal period,P39.8,Other specified infections specific to the perinatal period,0,0,0,Other specified infections specific to the perinatal period
P39.9,"Infection specific to the perinatal period, unspecified",P39.9,Infection specific to the perinatal period unspecified,1,1,0,Infection specific to the perinatal period
P39.9,"Infection specific to the perinatal period, unspecified",P39.9,Infection specific to the perinatal period unspecified,1,1,-1,","
P39.9,"Infection specific to the perinatal period, unspecified",P39.9,Infection specific to the perinatal period unspecified,1,1,0, unspecified
P50.0,Fetal blood loss from vasa praevia,P50.0,Fetal blood loss from vasa praevia,0,0,0,Fetal blood loss from vasa praevia
P50.1,Fetal blood loss from ruptured cord,P50.1,Fetal blood loss from ruptured cord,0,0,0,Fetal blood loss from ruptured cord
P50.2,Fetal blood loss from placenta,P50.2,Fetal blood loss from placenta,0,0,0,Fetal blood loss from placenta
P50.3,Haemorrhage into co-twin,P50.3,Haemorrhage into co-twin,0,0,0,Haemorrhage into co-twin
P50.4,Haemorrhage into maternal circulation,P50.4,Haemorrhage into maternal circulation,0,0,0,Haemorrhage into maternal circulation
P50.5,Fetal blood loss from cut end of co-twin's cord,P50.5,Fetal blood loss from cut end of  co-twin's cord,1,1,0,Fetal blood loss from cut end of 
P50.5,Fetal blood loss from cut end of co-twin's cord,P50.5,Fetal blood loss from cut end of  co-twin's cord,1,1,1, 
P50.5,Fetal blood loss from cut end of co-twin's cord,P50.5,Fetal blood loss from cut end of  co-twin's cord,1,1,0,co-twin's cord
P50.8,Other fetal blood loss,P50.8,Other fetal blood loss,0,0,0,Other fetal blood loss
P50.9,"Fetal blood loss, unspecified",P50.9,Fetal blood loss unspecified,0,1,0,Fetal blood loss
P50.9,"Fetal blood loss, unspecified",P50.9,Fetal blood loss unspecified,0,1,-1,","
P50.9,"Fetal blood loss, unspecified",P50.9,Fetal blood loss unspecified,0,1,0, unspecified
P51.0,Massive umbilical haemorrhage of newborn,P51.0,Massive umbilical haemorrhage of newborn,0,0,0,Massive umbilical haemorrhage of newborn
P51.8,Other umbilical haemorrhages of newborn,P51.8,Other umbilical haemorrhage of newborn,1,1,0,Other umbilical haemorrhage
P51.8,Other umbilical haemorrhages of newborn,P51.8,Other umbilical haemorrhage of newborn,1,1,-1,s
P51.8,Other umbilical haemorrhages of newborn,P51.8,Other umbilical haemorrhage of newborn,1,1,0, of newborn
P51.9,"Umbilical haemorrhage of newborn, unspecified",P51.9,Umbilical haemorrhage of newborn unspecified,0,1,0,Umbilical haemorrhage of newborn
P51.9,"Umbilical haemorrhage of newborn, unspecified",P51.9,Umbilical haemorrhage of newborn unspecified,0,1,-1,","
P51.9,"Umbilical haemorrhage of newborn, unspecified",P51.9,Umbilical haemorrhage of newborn unspecified,0,1,0, unspecified
P52.0,"Intraventricular (nontraumatic) haemorrhage, grade 1, of fetus and newborn",P52.0,Intraventricular ( nontraumatic ) haemorrhage grade  of fetus and newborn,1,5,0,Intraventricular (
P52.0,"Intraventricular (nontraumatic) haemorrhage, grade 1, of fetus and newborn",P52.0,Intraventricular ( nontraumatic ) haemorrhage grade  of fetus and newborn,1,5,1, 
P52.0,"Intraventricular (nontraumatic) haemorrhage, grade 1, of fetus and newborn",P52.0,Intraventricular ( nontraumatic ) haemorrhage grade  of fetus and newborn,1,5,0,nontraumatic
P52.0,"Intraventricular (nontraumatic) haemorrhage, grade 1, of fetus and newborn",P52.0,Intraventricular ( nontraumatic ) haemorrhage grade  of fetus and newborn,1,5,1, 
P52.0,"Intraventricular (nontraumatic) haemorrhage, grade 1, of fetus and newborn",P52.0,Intraventricular ( nontraumatic ) haemorrhage grade  of fetus and newborn,1,5,0,) haemorrhage
P52.0,"Intraventricular (nontraumatic) haemorrhage, grade 1, of fetus and newborn",P52.0,Intraventricular ( nontraumatic ) haemorrhage grade  of fetus and newborn,1,5,-1,","
P52.0,"Intraventricular (nontraumatic) haemorrhage, grade 1, of fetus and newborn",P52.0,Intraventricular ( nontraumatic ) haemorrhage grade  of fetus and newborn,1,5,0, grade 
P52.0,"Intraventricular (nontraumatic) haemorrhage, grade 1, of fetus and newborn",P52.0,Intraventricular ( nontraumatic ) haemorrhage grade  of fetus and newborn,1,5,-1,"1,"
P52.0,"Intraventricular (nontraumatic) haemorrhage, grade 1, of fetus and newborn",P52.0,Intraventricular ( nontraumatic ) haemorrhage grade  of fetus and newborn,1,5,0, of fetus and newborn
P52.1,"Intraventricular (nontraumatic) haemorrhage, grade 2, of fetus and newborn",P52.1,Intraventricular ( nontraumatic ) haemorrhage grade  of fetus and newborn,1,5,0,Intraventricular (
P52.1,"Intraventricular (nontraumatic) haemorrhage, grade 2, of fetus and newborn",P52.1,Intraventricular ( nontraumatic ) haemorrhage grade  of fetus and newborn,1,5,1, 
P52.1,"Intraventricular (nontraumatic) haemorrhage, grade 2, of fetus and newborn",P52.1,Intraventricular ( nontraumatic ) haemorrhage grade  of fetus and newborn,1,5,0,nontraumatic
P52.1,"Intraventricular (nontraumatic) haemorrhage, grade 2, of fetus and newborn",P52.1,Intraventricular ( nontraumatic ) haemorrhage grade  of fetus and newborn,1,5,1, 
P52.1,"Intraventricular (nontraumatic) haemorrhage, grade 2, of fetus and newborn",P52.1,Intraventricular ( nontraumatic ) haemorrhage grade  of fetus and newborn,1,5,0,) haemorrhage
P52.1,"Intraventricular (nontraumatic) haemorrhage, grade 2, of fetus and newborn",P52.1,Intraventricular ( nontraumatic ) haemorrhage grade  of fetus and newborn,1,5,-1,","
P52.1,"Intraventricular (nontraumatic) haemorrhage, grade 2, of fetus and newborn",P52.1,Intraventricular ( nontraumatic ) haemorrhage grade  of fetus and newborn,1,5,0, grade 
P52.1,"Intraventricular (nontraumatic) haemorrhage, grade 2, of fetus and newborn",P52.1,Intraventricular ( nontraumatic ) haemorrhage grade  of fetus and newborn,1,5,-1,"2,"
P52.1,"Intraventricular (nontraumatic) haemorrhage, grade 2, of fetus and newborn",P52.1,Intraventricular ( nontraumatic ) haemorrhage grade  of fetus and newborn,1,5,0, of fetus and newborn
P52.2,"Intraventricular (nontraumatic) haemorrhage, grade 3, and grade 4 of fetus and newborn",P52.2,Intraventricular ( nontraumatic ) haemorrhage grade  of fetus and newborn,3,17,0,Intraventricular (
P52.2,"Intraventricular (nontraumatic) haemorrhage, grade 3, and grade 4 of fetus and newborn",P52.2,Intraventricular ( nontraumatic ) haemorrhage grade  of fetus and newborn,3,17,1, 
P52.2,"Intraventricular (nontraumatic) haemorrhage, grade 3, and grade 4 of fetus and newborn",P52.2,Intraventricular ( nontraumatic ) haemorrhage grade  of fetus and newborn,3,17,0,nontraumatic
P52.2,"Intraventricular (nontraumatic) haemorrhage, grade 3, and grade 4 of fetus and newborn",P52.2,Intraventricular ( nontraumatic ) haemorrhage grade  of fetus and newborn,3,17,1, 
P52.2,"Intraventricular (nontraumatic) haemorrhage, grade 3, and grade 4 of fetus and newborn",P52.2,Intraventricular ( nontraumatic ) haemorrhage grade  of fetus and newborn,3,17,0,) haemorrhage
P52.2,"Intraventricular (nontraumatic) haemorrhage, grade 3, and grade 4 of fetus and newborn",P52.2,Intraventricular ( nontraumatic ) haemorrhage grade  of fetus and newborn,3,17,-1,","
P52.2,"Intraventricular (nontraumatic) haemorrhage, grade 3, and grade 4 of fetus and newborn",P52.2,Intraventricular ( nontraumatic ) haemorrhage grade  of fetus and newborn,3,17,0, grade 
P52.2,"Intraventricular (nontraumatic) haemorrhage, grade 3, and grade 4 of fetus and newborn",P52.2,Intraventricular ( nontraumatic ) haemorrhage grade  of fetus and newborn,3,17,-1,"3, and grade 4"
P52.2,"Intraventricular (nontraumatic) haemorrhage, grade 3, and grade 4 of fetus and newborn",P52.2,Intraventricular ( nontraumatic ) haemorrhage grade  of fetus and newborn,3,17,0, of fetus and newborn
P52.3,Unspecified intraventricular (nontraumatic) haemorrhage of fetus and newborn,P52.3,Unspecified intraventricular ( nontraumatic ) haemorrhage of fetus and newborn,0,2,0,Unspecified intraventricular (
P52.3,Unspecified intraventricular (nontraumatic) haemorrhage of fetus and newborn,P52.3,Unspecified intraventricular ( nontraumatic ) haemorrhage of fetus and newborn,0,2,1, 
P52.3,Unspecified intraventricular (nontraumatic) haemorrhage of fetus and newborn,P52.3,Unspecified intraventricular ( nontraumatic ) haemorrhage of fetus and newborn,0,2,0,nontraumatic
P52.3,Unspecified intraventricular (nontraumatic) haemorrhage of fetus and newborn,P52.3,Unspecified intraventricular ( nontraumatic ) haemorrhage of fetus and newborn,0,2,1, 
P52.3,Unspecified intraventricular (nontraumatic) haemorrhage of fetus and newborn,P52.3,Unspecified intraventricular ( nontraumatic ) haemorrhage of fetus and newborn,0,2,0,) haemorrhage of fetus and newborn
P52.4,Intracerebral (nontraumatic) haemorrhage of fetus and newborn,P52.4,Intracerebral ( nontraumatic ) haemorrhage of fetus and newborn,0,2,0,Intracerebral (
P52.4,Intracerebral (nontraumatic) haemorrhage of fetus and newborn,P52.4,Intracerebral ( nontraumatic ) haemorrhage of fetus and newborn,0,2,1, 
P52.4,Intracerebral (nontraumatic) haemorrhage of fetus and newborn,P52.4,Intracerebral ( nontraumatic ) haemorrhage of fetus and newborn,0,2,0,nontraumatic
P52.4,Intracerebral (nontraumatic) haemorrhage of fetus and newborn,P52.4,Intracerebral ( nontraumatic ) haemorrhage of fetus and newborn,0,2,1, 
P52.4,Intracerebral (nontraumatic) haemorrhage of fetus and newborn,P52.4,Intracerebral ( nontraumatic ) haemorrhage of fetus and newborn,0,2,0,) haemorrhage of fetus and newborn
