code,label,description,distance,specific,values
P29.9,"Cardiovascular disorder originating in the perinatal period, unspecified","Cardiovascular disorders originating in the perinatal period, unspecified",1,1,s
P29.9,"Cardiovascular disorder originating in the perinatal period, unspecified","Cardiovascular disorders originating in the perinatal period, unspecified",1,0," originating in the perinatal period, unspecified"
P36.3,Sepsis of newborn due to other and unspecified staphylococci,Sepsis of newborn due to other and unspecified streptococci,5,0,Sepsis of newborn due to other and unspecified st
P36.3,Sepsis of newborn due to other and unspecified staphylococci,Sepsis of newborn due to other and unspecified streptococci,5,-1,a
P36.3,Sepsis of newborn due to other and unspecified staphylococci,Sepsis of newborn due to other and unspecified streptococci,5,1,re
P36.3,Sepsis of newborn due to other and unspecified staphylococci,Sepsis of newborn due to other and unspecified streptococci,5,0,p
P36.3,Sepsis of newborn due to other and unspecified staphylococci,Sepsis of newborn due to other and unspecified streptococci,5,-1,hyl
P36.3,Sepsis of newborn due to other and unspecified staphylococci,Sepsis of newborn due to other and unspecified streptococci,5,1,t
P36.3,Sepsis of newborn due to other and unspecified staphylococci,Sepsis of newborn due to other and unspecified streptococci,5,0,ococci
P37.9,"Congenital infectious and parasitic disease, unspecified","Congenital infectious and parasitic diseases,unspecified",2,0,Congenital infectious and parasitic disease
P37.9,"Congenital infectious and parasitic disease, unspecified","Congenital infectious and parasitic diseases,unspecified",2,1,s
P37.9,"Congenital infectious and parasitic disease, unspecified","Congenital infectious and parasitic diseases,unspecified",2,0,","
P37.9,"Congenital infectious and parasitic disease, unspecified","Congenital infectious and parasitic diseases,unspecified",2,-1, 
P37.9,"Congenital infectious and parasitic disease, unspecified","Congenital infectious and parasitic diseases,unspecified",2,0,unspecified
P39.9,"Infection specific to the perinatal period, unspecified","Infection specific to the perinatal period,unspecified",1,0,"Infection specific to the perinatal period,"
P39.9,"Infection specific to the perinatal period, unspecified","Infection specific to the perinatal period,unspecified",1,-1, 
P39.9,"Infection specific to the perinatal period, unspecified","Infection specific to the perinatal period,unspecified",1,0,unspecified
P50.5,Fetal blood loss from cut end of co-twin's cord,Fetal blood loss from cut end of co-twin’s cord,1,0,Fetal blood loss from cut end of co-twin
P50.5,Fetal blood loss from cut end of co-twin's cord,Fetal blood loss from cut end of co-twin’s cord,1,-1,'
P50.5,Fetal blood loss from cut end of co-twin's cord,Fetal blood loss from cut end of co-twin’s cord,1,1,’
P50.5,Fetal blood loss from cut end of co-twin's cord,Fetal blood loss from cut end of co-twin’s cord,1,0,s cord
P51.8,Other umbilical haemorrhages of newborn,Other umbilical haemorrhage of newborn,1,0,Other umbilical haemorrhage
P51.8,Other umbilical haemorrhages of newborn,Other umbilical haemorrhage of newborn,1,-1,s
P51.8,Other umbilical haemorrhages of newborn,Other umbilical haemorrhage of newborn,1,0, of newborn
P52.0,"Intraventricular (nontraumatic) haemorrhage, grade 1, of fetus and newborn","Intraventricular (nontraumatic) haemorrhage,grade 1, of fetus and newborn",1,0,"Intraventricular (nontraumatic) haemorrhage,"
P52.0,"Intraventricular (nontraumatic) haemorrhage, grade 1, of fetus and newborn","Intraventricular (nontraumatic) haemorrhage,grade 1, of fetus and newborn",1,-1, 
P52.0,"Intraventricular (nontraumatic) haemorrhage, grade 1, of fetus and newborn","Intraventricular (nontraumatic) haemorrhage,grade 1, of fetus and newborn",1,0,"grade 1, of fetus and newborn"
P52.1,"Intraventricular (nontraumatic) haemorrhage, grade 2, of fetus and newborn","Intraventricular (nontraumatic) haemorrhage,grade 2, of fetus and newborn",1,0,"Intraventricular (nontraumatic) haemorrhage,"
P52.1,"Intraventricular (nontraumatic) haemorrhage, grade 2, of fetus and newborn","Intraventricular (nontraumatic) haemorrhage,grade 2, of fetus and newborn",1,-1, 
P52.1,"Intraventricular (nontraumatic) haemorrhage, grade 2, of fetus and newborn","Intraventricular (nontraumatic) haemorrhage,grade 2, of fetus and newborn",1,0,"grade 2, of fetus and newborn"
P52.2,"Intraventricular (nontraumatic) haemorrhage, grade 3, and grade 4 of fetus and newborn","Intraventricular (nontraumatic) haemorrhage,grade 3 and grade 4, of fetus and newborn",3,0,"Intraventricular (nontraumatic) haemorrhage,"
P52.2,"Intraventricular (nontraumatic) haemorrhage, grade 3, and grade 4 of fetus and newborn","Intraventricular (nontraumatic) haemorrhage,grade 3 and grade 4, of fetus and newborn",3,-1, 
P52.2,"Intraventricular (nontraumatic) haemorrhage, grade 3, and grade 4 of fetus and newborn","Intraventricular (nontraumatic) haemorrhage,grade 3 and grade 4, of fetus and newborn",3,0,grade 3
P52.2,"Intraventricular (nontraumatic) haemorrhage, grade 3, and grade 4 of fetus and newborn","Intraventricular (nontraumatic) haemorrhage,grade 3 and grade 4, of fetus and newborn",3,-1,","
P52.2,"Intraventricular (nontraumatic) haemorrhage, grade 3, and grade 4 of fetus and newborn","Intraventricular (nontraumatic) haemorrhage,grade 3 and grade 4, of fetus and newborn",3,0, and grade 4
P52.2,"Intraventricular (nontraumatic) haemorrhage, grade 3, and grade 4 of fetus and newborn","Intraventricular (nontraumatic) haemorrhage,grade 3 and grade 4, of fetus and newborn",3,1,","
P52.2,"Intraventricular (nontraumatic) haemorrhage, grade 3, and grade 4 of fetus and newborn","Intraventricular (nontraumatic) haemorrhage,grade 3 and grade 4, of fetus and newborn",3,0, of fetus and newborn
P52.8,Other intracranial (nontraumatic) haemorrhages of fetus and newborn,Other intracranial (nontraumatic) haemorrhage of fetus and newborn,1,0,Other intracranial (nontraumatic) haemorrhage
P52.8,Other intracranial (nontraumatic) haemorrhages of fetus and newborn,Other intracranial (nontraumatic) haemorrhage of fetus and newborn,1,-1,s
P52.8,Other intracranial (nontraumatic) haemorrhages of fetus and newborn,Other intracranial (nontraumatic) haemorrhage of fetus and newborn,1,0, of fetus and newborn
P54.3,Other neonatal gastrointestinal haemorrhage,Other neonatal gastrointestinal haemorrghage,1,0,Other neonatal gastrointestinal haemorr
P54.3,Other neonatal gastrointestinal haemorrhage,Other neonatal gastrointestinal haemorrghage,1,1,g
P54.3,Other neonatal gastrointestinal haemorrhage,Other neonatal gastrointestinal haemorrghage,1,0,hage
P55.9,"Haemolytic disease of fetus and newborn, unspecified","Haemolytic diseases of fetus and newborn,unspecified",2,0,Haemolytic disease
P55.9,"Haemolytic disease of fetus and newborn, unspecified","Haemolytic diseases of fetus and newborn,unspecified",2,1,s
P55.9,"Haemolytic disease of fetus and newborn, unspecified","Haemolytic diseases of fetus and newborn,unspecified",2,0," of fetus and newborn,"
P55.9,"Haemolytic disease of fetus and newborn, unspecified","Haemolytic diseases of fetus and newborn,unspecified",2,-1, 
P55.9,"Haemolytic disease of fetus and newborn, unspecified","Haemolytic diseases of fetus and newborn,unspecified",2,0,unspecified
P58.9,"Neonatal jaundice due to excessive haemolysis, unspecified","Neonatal jaundice due to excessive haemolysis,unspecified",1,0,"Neonatal jaundice due to excessive haemolysis,"
P58.9,"Neonatal jaundice due to excessive haemolysis, unspecified","Neonatal jaundice due to excessive haemolysis,unspecified",1,-1, 
P58.9,"Neonatal jaundice due to excessive haemolysis, unspecified","Neonatal jaundice due to excessive haemolysis,unspecified",1,0,unspecified
P61.9,"Perinatal haematological disorder, unspecified","Perinatal haematological disorders, unspecified",1,0,Perinatal haematological disorder
P61.9,"Perinatal haematological disorder, unspecified","Perinatal haematological disorders, unspecified",1,1,s
P61.9,"Perinatal haematological disorder, unspecified","Perinatal haematological disorders, unspecified",1,0,", unspecified"
P71.0,Cow milk hypocalcaemia in newborn,Cow’s milk hypocalcaemia in newborn,2,0,Cow
P71.0,Cow milk hypocalcaemia in newborn,Cow’s milk hypocalcaemia in newborn,2,1,’s
P71.0,Cow milk hypocalcaemia in newborn,Cow’s milk hypocalcaemia in newborn,2,0, milk hypocalcaemia in newborn
P72.9,"Transitory neonatal endocrine disorder, unspecified","Transitory neonatal andocrine disorder,unspecified",2,0,Transitory neonatal 
P72.9,"Transitory neonatal endocrine disorder, unspecified","Transitory neonatal andocrine disorder,unspecified",2,-1,e
P72.9,"Transitory neonatal endocrine disorder, unspecified","Transitory neonatal andocrine disorder,unspecified",2,1,a
P72.9,"Transitory neonatal endocrine disorder, unspecified","Transitory neonatal andocrine disorder,unspecified",2,0,"ndocrine disorder,"
P72.9,"Transitory neonatal endocrine disorder, unspecified","Transitory neonatal andocrine disorder,unspecified",2,-1, 
P72.9,"Transitory neonatal endocrine disorder, unspecified","Transitory neonatal andocrine disorder,unspecified",2,0,unspecified
P74.9,"Transitory metabolic disturbance of newborn, unspecified","Transitory metabolic disturbance of newborn,unspecified",1,0,"Transitory metabolic disturbance of newborn,"
P74.9,"Transitory metabolic disturbance of newborn, unspecified","Transitory metabolic disturbance of newborn,unspecified",1,-1, 
P74.9,"Transitory metabolic disturbance of newborn, unspecified","Transitory metabolic disturbance of newborn,unspecified",1,0,unspecified
P78.9,"Perinatal digestive system disorder, unspecified","Perinatal digestive system disorders, unspecified",1,0,Perinatal digestive system disorder
P78.9,"Perinatal digestive system disorder, unspecified","Perinatal digestive system disorders, unspecified",1,1,s
P78.9,"Perinatal digestive system disorder, unspecified","Perinatal digestive system disorders, unspecified",1,0,", unspecified"
P91.9,"Disturbance of cerebral status of newborn, unspecified","Disturbance of cerebral status of newborn,unspecified",1,0,"Disturbance of cerebral status of newborn,"
P91.9,"Disturbance of cerebral status of newborn, unspecified","Disturbance of cerebral status of newborn,unspecified",1,-1, 
P91.9,"Disturbance of cerebral status of newborn, unspecified","Disturbance of cerebral status of newborn,unspecified",1,0,unspecified
P96.1,Neonatal withdrawal symptoms from maternal use of drugs of addiction,Neonatal withdrawal syndrome from maternal use of drugs of addiction,4,0,Neonatal withdrawal sy
P96.1,Neonatal withdrawal symptoms from maternal use of drugs of addiction,Neonatal withdrawal syndrome from maternal use of drugs of addiction,4,-1,mpt
P96.1,Neonatal withdrawal symptoms from maternal use of drugs of addiction,Neonatal withdrawal syndrome from maternal use of drugs of addiction,4,1,ndr
P96.1,Neonatal withdrawal symptoms from maternal use of drugs of addiction,Neonatal withdrawal syndrome from maternal use of drugs of addiction,4,0,om
P96.1,Neonatal withdrawal symptoms from maternal use of drugs of addiction,Neonatal withdrawal syndrome from maternal use of drugs of addiction,4,-1,s
P96.1,Neonatal withdrawal symptoms from maternal use of drugs of addiction,Neonatal withdrawal syndrome from maternal use of drugs of addiction,4,1,e
P96.1,Neonatal withdrawal symptoms from maternal use of drugs of addiction,Neonatal withdrawal syndrome from maternal use of drugs of addiction,4,0, from maternal use of drugs of addiction
P96.5,"Complications of intrauterine procedures, not elsewhere classified","Complications of intrauterine procedures,not elsewhere classified",1,0,"Complications of intrauterine procedures,"
P96.5,"Complications of intrauterine procedures, not elsewhere classified","Complications of intrauterine procedures,not elsewhere classified",1,-1, 
P96.5,"Complications of intrauterine procedures, not elsewhere classified","Complications of intrauterine procedures,not elsewhere classified",1,0,not elsewhere classified
P96.9,"Condition originating in the perinatal period, unspecified","Condition originating in the perinatal period,unspecified",1,0,"Condition originating in the perinatal period,"
P96.9,"Condition originating in the perinatal period, unspecified","Condition originating in the perinatal period,unspecified",1,-1, 
P96.9,"Condition originating in the perinatal period, unspecified","Condition originating in the perinatal period,unspecified",1,0,unspecified
Q06.9,"Congenital malformation of spinal cord, unspecified","Congenital malformation of spinal cord,unspecified",1,0,"Congenital malformation of spinal cord,"
Q06.9,"Congenital malformation of spinal cord, unspecified","Congenital malformation of spinal cord,unspecified",1,-1, 
Q06.9,"Congenital malformation of spinal cord, unspecified","Congenital malformation of spinal cord,unspecified",1,0,unspecified
Q07.9,"Congenital malformation of nervous system, unspecified","Congenital malformation of nervous system,unspecified",1,0,"Congenital malformation of nervous system,"
Q07.9,"Congenital malformation of nervous system, unspecified","Congenital malformation of nervous system,unspecified",1,-1, 
Q07.9,"Congenital malformation of nervous system, unspecified","Congenital malformation of nervous system,unspecified",1,0,unspecified
Q13.8,Other congenital malformations of anterior segment of eye,Other congenital malformations of anterio segment of eye,1,0,Other congenital malformations of anterio
Q13.8,Other congenital malformations of anterior segment of eye,Other congenital malformations of anterio segment of eye,1,-1,r
Q13.8,Other congenital malformations of anterior segment of eye,Other congenital malformations of anterio segment of eye,1,0, segment of eye
Q14.8,Other congenital malformations of posterior segment of eye,Other congenital malformations of posterior segment ot eye,1,0,Other congenital malformations of posterior segment o
Q14.8,Other congenital malformations of posterior segment of eye,Other congenital malformations of posterior segment ot eye,1,-1,f
Q14.8,Other congenital malformations of posterior segment of eye,Other congenital malformations of posterior segment ot eye,1,1,t
Q14.8,Other congenital malformations of posterior segment of eye,Other congenital malformations of posterior segment ot eye,1,0, eye
Q18.9,"Congenital malformation of face and neck, unspecified","Congenital malformation of face and neck,unspecified",1,0,"Congenital malformation of face and neck,"
Q18.9,"Congenital malformation of face and neck, unspecified","Congenital malformation of face and neck,unspecified",1,-1, 
Q18.9,"Congenital malformation of face and neck, unspecified","Congenital malformation of face and neck,unspecified",1,0,unspecified
Q21.9,"Congenital malformation of cardiac septum, unspecified","Congenital malformation of cardiac septum,unspecified",1,0,"Congenital malformation of cardiac septum,"
Q21.9,"Congenital malformation of cardiac septum, unspecified","Congenital malformation of cardiac septum,unspecified",1,-1, 
Q21.9,"Congenital malformation of cardiac septum, unspecified","Congenital malformation of cardiac septum,unspecified",1,0,unspecified
Q22.5,Ebstein anomaly,Ebstein’s anomaly,2,0,Ebstein
Q22.5,Ebstein anomaly,Ebstein’s anomaly,2,1,’s
Q22.5,Ebstein anomaly,Ebstein’s anomaly,2,0, anomaly
Q22.9,"Congenital malformation of tricuspid valve, unspecified","Congenital malformation of tricuspid valve,unspecified",1,0,"Congenital malformation of tricuspid valve,"
Q22.9,"Congenital malformation of tricuspid valve, unspecified","Congenital malformation of tricuspid valve,unspecified",1,-1, 
Q22.9,"Congenital malformation of tricuspid valve, unspecified","Congenital malformation of tricuspid valve,unspecified",1,0,unspecified
Q25.9,"Congenital malformation of great arteries, unspecified","Congenital malformation of great arteries,unspecified",1,0,"Congenital malformation of great arteries,"
Q25.9,"Congenital malformation of great arteries, unspecified","Congenital malformation of great arteries,unspecified",1,-1, 
Q25.9,"Congenital malformation of great arteries, unspecified","Congenital malformation of great arteries,unspecified",1,0,unspecified
Q26.4,"Anomalous pulmonary venous connection, unspecified","Anomalous pulmonary venous connection,unspecified",1,0,"Anomalous pulmonary venous connection,"
Q26.4,"Anomalous pulmonary venous connection, unspecified","Anomalous pulmonary venous connection,unspecified",1,-1, 
Q26.4,"Anomalous pulmonary venous connection, unspecified","Anomalous pulmonary venous connection,unspecified",1,0,unspecified
Q26.9,"Congenital malformation of great vein, unspecified","Congenital malformation of great vein,unspecified",1,0,"Congenital malformation of great vein,"
Q26.9,"Congenital malformation of great vein, unspecified","Congenital malformation of great vein,unspecified",1,-1, 
Q26.9,"Congenital malformation of great vein, unspecified","Congenital malformation of great vein,unspecified",1,0,unspecified
Q28.9,"Congenital malformation of circulatory system, unspecified","Congenital malformation of circulatory system,unspecified",1,0,"Congenital malformation of circulatory system,"
Q28.9,"Congenital malformation of circulatory system, unspecified","Congenital malformation of circulatory system,unspecified",1,-1, 
Q28.9,"Congenital malformation of circulatory system, unspecified","Congenital malformation of circulatory system,unspecified",1,0,unspecified
Q34.9,"Congenital malformation of respiratory system, unspecified","Congenital malformation of respiratory system,unspecified",1,0,"Congenital malformation of respiratory system,"
Q34.9,"Congenital malformation of respiratory system, unspecified","Congenital malformation of respiratory system,unspecified",1,-1, 
Q34.9,"Congenital malformation of respiratory system, unspecified","Congenital malformation of respiratory system,unspecified",1,0,unspecified
Q38.0,"Congenital malformations of lips, not elsewhere classified","Congenital malformations of lip, not elsewhere classified",1,0,Congenital malformations of lip
Q38.0,"Congenital malformations of lips, not elsewhere classified","Congenital malformations of lip, not elsewhere classified",1,-1,s
Q38.0,"Congenital malformations of lips, not elsewhere classified","Congenital malformations of lip, not elsewhere classified",1,0,", not elsewhere classified"
Q38.8,Other congenital malformations of pharynx,Other congenital malformation of pharynx,1,0,Other congenital malformation
Q38.8,Other congenital malformations of pharynx,Other congenital malformation of pharynx,1,-1,s
Q38.8,Other congenital malformations of pharynx,Other congenital malformation of pharynx,1,0, of pharynx
Q39.9,"Congenital malformation of oesophagus, unspecified","Congenital malformation of oesophagus,unspecified",1,0,"Congenital malformation of oesophagus,"
Q39.9,"Congenital malformation of oesophagus, unspecified","Congenital malformation of oesophagus,unspecified",1,-1, 
Q39.9,"Congenital malformation of oesophagus, unspecified","Congenital malformation of oesophagus,unspecified",1,0,unspecified
Q41.8,"Congenital absence, atresia and stenosis of other specified parts of small intestine","Congenital absence, atresia and stenosis of other specified part of small intestine",1,0,"Congenital absence, atresia and stenosis of other specified part"
Q41.8,"Congenital absence, atresia and stenosis of other specified parts of small intestine","Congenital absence, atresia and stenosis of other specified part of small intestine",1,-1,s
Q41.8,"Congenital absence, atresia and stenosis of other specified parts of small intestine","Congenital absence, atresia and stenosis of other specified part of small intestine",1,0, of small intestine
Q43.0,Meckel diverticulum,Meckel’s diverticulum,2,0,Meckel
Q43.0,Meckel diverticulum,Meckel’s diverticulum,2,1,’s
Q43.0,Meckel diverticulum,Meckel’s diverticulum,2,0, diverticulum
Q43.1,Hirschsprung disease,Hirschsprung’s disease,2,0,Hirschsprung
Q43.1,Hirschsprung disease,Hirschsprung’s disease,2,1,’s
Q43.1,Hirschsprung disease,Hirschsprung’s disease,2,0, disease
Q45.9,"Congenital malformation of digestive system, unspecified","Congenital malformation of digestive system,unspecified",1,0,"Congenital malformation of digestive system,"
Q45.9,"Congenital malformation of digestive system, unspecified","Congenital malformation of digestive system,unspecified",1,-1, 
Q45.9,"Congenital malformation of digestive system, unspecified","Congenital malformation of digestive system,unspecified",1,0,unspecified
Q51.9,"Congenital malformation of uterus and cervix, unspecified","Congenital malformation of uterus and cervix,unspecified",1,0,"Congenital malformation of uterus and cervix,"
Q51.9,"Congenital malformation of uterus and cervix, unspecified","Congenital malformation of uterus and cervix,unspecified",1,-1, 
Q51.9,"Congenital malformation of uterus and cervix, unspecified","Congenital malformation of uterus and cervix,unspecified",1,0,unspecified
Q52.9,"Congenital malformation of female genitalia, unspecified","Congenital malformation of female genitalia,unspecified",1,0,"Congenital malformation of female genitalia,"
Q52.9,"Congenital malformation of female genitalia, unspecified","Congenital malformation of female genitalia,unspecified",1,-1, 
Q52.9,"Congenital malformation of female genitalia, unspecified","Congenital malformation of female genitalia,unspecified",1,0,unspecified
Q55.4,"Other congenital malformations of vas deferens, epididymis, seminal vesicles and prostate","Other congenital malformations of vas deferens,epididymis, seminal vesicles and prostate",1,0,"Other congenital malformations of vas deferens,"
Q55.4,"Other congenital malformations of vas deferens, epididymis, seminal vesicles and prostate","Other congenital malformations of vas deferens,epididymis, seminal vesicles and prostate",1,-1, 
Q55.4,"Other congenital malformations of vas deferens, epididymis, seminal vesicles and prostate","Other congenital malformations of vas deferens,epididymis, seminal vesicles and prostate",1,0,"epididymis, seminal vesicles and prostate"
Q55.9,"Congenital malformation of male genital organ, unspecified","Congenital malformation of male genital organ,unspecified",1,0,"Congenital malformation of male genital organ,"
Q55.9,"Congenital malformation of male genital organ, unspecified","Congenital malformation of male genital organ,unspecified",1,-1, 
Q55.9,"Congenital malformation of male genital organ, unspecified","Congenital malformation of male genital organ,unspecified",1,0,unspecified
Q60.6,Potter syndrome,Potter’s syndrome,2,0,Potter
Q60.6,Potter syndrome,Potter’s syndrome,2,1,’s
Q60.6,Potter syndrome,Potter’s syndrome,2,0, syndrome
Q64.9,"Congenital malformation of urinary system, unspecified","Congenital malformation of urinary system,unspecified",1,0,"Congenital malformation of urinary system,"
Q64.9,"Congenital malformation of urinary system, unspecified","Congenital malformation of urinary system,unspecified",1,-1, 
Q64.9,"Congenital malformation of urinary system, unspecified","Congenital malformation of urinary system,unspecified",1,0,unspecified
Q68.5,"Congenital bowing of long bones of leg, unspecified","Congenital bowing of long bones of leg,unspecified",1,0,"Congenital bowing of long bones of leg,"
Q68.5,"Congenital bowing of long bones of leg, unspecified","Congenital bowing of long bones of leg,unspecified",1,-1, 
Q68.5,"Congenital bowing of long bones of leg, unspecified","Congenital bowing of long bones of leg,unspecified",1,0,unspecified
Q74.0,"Other congenital malformations of upper limb(s), including shoulder girdle","Other congenital malformations of upper limb,including shoulder girdle",4,0,Other congenital malformations of upper limb
Q74.0,"Other congenital malformations of upper limb(s), including shoulder girdle","Other congenital malformations of upper limb,including shoulder girdle",4,-1,(s)
Q74.0,"Other congenital malformations of upper limb(s), including shoulder girdle","Other congenital malformations of upper limb,including shoulder girdle",4,0,","
Q74.0,"Other congenital malformations of upper limb(s), including shoulder girdle","Other congenital malformations of upper limb,including shoulder girdle",4,-1, 
Q74.0,"Other congenital malformations of upper limb(s), including shoulder girdle","Other congenital malformations of upper limb,including shoulder girdle",4,0,including shoulder girdle
Q74.2,"Other congenital malformations of lower limb(s), including pelvic girdle","Other congenital malformations of lower limb,including pelvic girdle",4,0,Other congenital malformations of lower limb
Q74.2,"Other congenital malformations of lower limb(s), including pelvic girdle","Other congenital malformations of lower limb,including pelvic girdle",4,-1,(s)
Q74.2,"Other congenital malformations of lower limb(s), including pelvic girdle","Other congenital malformations of lower limb,including pelvic girdle",4,0,","
Q74.2,"Other congenital malformations of lower limb(s), including pelvic girdle","Other congenital malformations of lower limb,including pelvic girdle",4,-1, 
Q74.2,"Other congenital malformations of lower limb(s), including pelvic girdle","Other congenital malformations of lower limb,including pelvic girdle",4,0,including pelvic girdle
Q75.9,"Congenital malformation of skull and face bones, unspecified","Congenital malformation of skull and face bones,unspecified",1,0,"Congenital malformation of skull and face bones,"
Q75.9,"Congenital malformation of skull and face bones, unspecified","Congenital malformation of skull and face bones,unspecified",1,-1, 
Q75.9,"Congenital malformation of skull and face bones, unspecified","Congenital malformation of skull and face bones,unspecified",1,0,unspecified
Q76.9,"Congenital malformation of bony thorax, unspecified","Congenital malformation of bony thorax,unspecified",1,0,"Congenital malformation of bony thorax,"
Q76.9,"Congenital malformation of bony thorax, unspecified","Congenital malformation of bony thorax,unspecified",1,-1, 
Q76.9,"Congenital malformation of bony thorax, unspecified","Congenital malformation of bony thorax,unspecified",1,0,unspecified
Q77.5,Dystrophic dysplasia,Diastrophic dysplasia,2,0,D
Q77.5,Dystrophic dysplasia,Diastrophic dysplasia,2,-1,y
Q77.5,Dystrophic dysplasia,Diastrophic dysplasia,2,1,ia
Q77.5,Dystrophic dysplasia,Diastrophic dysplasia,2,0,strophic dysplasia
Q81.1,Epidermolysis bullosa letalis,Epidermolysis bullosa letallis,1,0,Epidermolysis bullosa letal
Q81.1,Epidermolysis bullosa letalis,Epidermolysis bullosa letallis,1,1,l
Q81.1,Epidermolysis bullosa letalis,Epidermolysis bullosa letallis,1,0,is
Q84.1,"Congenital morphological disturbances of hair, not elsewhere classified","Congenital morphological disturbances of hair,not elsewhere classified",1,0,"Congenital morphological disturbances of hair,"
Q84.1,"Congenital morphological disturbances of hair, not elsewhere classified","Congenital morphological disturbances of hair,not elsewhere classified",1,-1, 
Q84.1,"Congenital morphological disturbances of hair, not elsewhere classified","Congenital morphological disturbances of hair,not elsewhere classified",1,0,not elsewhere classified
Q84.9,"Congenital malformation of integument, unspecified",Congenital malformation of integument unspecified,1,0,Congenital malformation of integument
Q84.9,"Congenital malformation of integument, unspecified",Congenital malformation of integument unspecified,1,-1,","
Q84.9,"Congenital malformation of integument, unspecified",Congenital malformation of integument unspecified,1,0, unspecified
Q85.0,Neurofibromatosis (nonmalignant),Neurofibromatosis( nonmalignant),2,0,Neurofibromatosis
Q85.0,Neurofibromatosis (nonmalignant),Neurofibromatosis( nonmalignant),2,-1, 
Q85.0,Neurofibromatosis (nonmalignant),Neurofibromatosis( nonmalignant),2,0,(
Q85.0,Neurofibromatosis (nonmalignant),Neurofibromatosis( nonmalignant),2,1, 
Q85.0,Neurofibromatosis (nonmalignant),Neurofibromatosis( nonmalignant),2,0,nonmalignant)
Q87.4,Marfan syndrome,Marfan’s syndrome,2,0,Marfan
Q87.4,Marfan syndrome,Marfan’s syndrome,2,1,’s
Q87.4,Marfan syndrome,Marfan’s syndrome,2,0, syndrome
Q90.9,"Down syndrome, unspecified","Down’s syndrome, unspecified",2,0,Down
Q90.9,"Down syndrome, unspecified","Down’s syndrome, unspecified",2,1,’s
Q90.9,"Down syndrome, unspecified","Down’s syndrome, unspecified",2,0," syndrome, unspecified"
Q91.3,"Edwards syndrome, unspecified","Edward’s syndrome, unspecified",1,0,Edward
Q91.3,"Edwards syndrome, unspecified","Edward’s syndrome, unspecified",1,1,’
Q91.3,"Edwards syndrome, unspecified","Edward’s syndrome, unspecified",1,0,"s syndrome, unspecified"
Q91.7,"Patau syndrome, unspecified","Patau’s syndrome, unspecified",2,0,Patau
Q91.7,"Patau syndrome, unspecified","Patau’s syndrome, unspecified",2,1,’s
Q91.7,"Patau syndrome, unspecified","Patau’s syndrome, unspecified",2,0," syndrome, unspecified"
Q95.9,"Balanced rearrangement and structural marker, unspecified","Balanced rearrangement and structural marker,unspecified",1,0,"Balanced rearrangement and structural marker,"
Q95.9,"Balanced rearrangement and structural marker, unspecified","Balanced rearrangement and structural marker,unspecified",1,-1, 
Q95.9,"Balanced rearrangement and structural marker, unspecified","Balanced rearrangement and structural marker,unspecified",1,0,unspecified
Q96.2,"Karyotype 46,X with abnormal sex chromosome, except iso (Xq)","Karyotype 46,X with abnormal sex chromosome,except iso (Xq)",1,0,"Karyotype 46,X with abnormal sex chromosome,"
Q96.2,"Karyotype 46,X with abnormal sex chromosome, except iso (Xq)","Karyotype 46,X with abnormal sex chromosome,except iso (Xq)",1,-1, 
Q96.2,"Karyotype 46,X with abnormal sex chromosome, except iso (Xq)","Karyotype 46,X with abnormal sex chromosome,except iso (Xq)",1,0,except iso (Xq)
Q96.8,Other variants of Turner syndrome,Other variants of Turner’s syndrome,2,0,Other variants of Turner
Q96.8,Other variants of Turner syndrome,Other variants of Turner’s syndrome,2,1,’s
Q96.8,Other variants of Turner syndrome,Other variants of Turner’s syndrome,2,0, syndrome
Q96.9,"Turner syndrome, unspecified","Turner’s syndrome, unspecified",2,0,Turner
Q96.9,"Turner syndrome, unspecified","Turner’s syndrome, unspecified",2,1,’s
Q96.9,"Turner syndrome, unspecified","Turner’s syndrome, unspecified",2,0," syndrome, unspecified"
Q97.9,"Sex chromosome abnormality, female phenotype, unspecified","Sex chromosome abnormality, female phenotype,unspecified",1,0,"Sex chromosome abnormality, female phenotype,"
Q97.9,"Sex chromosome abnormality, female phenotype, unspecified","Sex chromosome abnormality, female phenotype,unspecified",1,-1, 
Q97.9,"Sex chromosome abnormality, female phenotype, unspecified","Sex chromosome abnormality, female phenotype,unspecified",1,0,unspecified
Q98.0,"Klinefelter syndrome karyotype 47,XXY","Klinefelter’s syndrome karyotype 47,XXY",2,0,Klinefelter
Q98.0,"Klinefelter syndrome karyotype 47,XXY","Klinefelter’s syndrome karyotype 47,XXY",2,1,’s
Q98.0,"Klinefelter syndrome karyotype 47,XXY","Klinefelter’s syndrome karyotype 47,XXY",2,0," syndrome karyotype 47,XXY"
Q98.1,"Klinefelter syndrome, male with more than two X chromosomes","Klinefelter’s syndrome, male with more than two X chromosomes",2,0,Klinefelter
Q98.1,"Klinefelter syndrome, male with more than two X chromosomes","Klinefelter’s syndrome, male with more than two X chromosomes",2,1,’s
Q98.1,"Klinefelter syndrome, male with more than two X chromosomes","Klinefelter’s syndrome, male with more than two X chromosomes",2,0," syndrome, male with more than two X chromosomes"
Q98.2,"Klinefelter syndrome, male with 46,XX karyotype","Klinefelter’s syndrome, male with 46,XX karyotype",2,0,Klinefelter
Q98.2,"Klinefelter syndrome, male with 46,XX karyotype","Klinefelter’s syndrome, male with 46,XX karyotype",2,1,’s
