code,label,descruption,distance,specific,values 
O,Maternal care for (suspected) chromosomal abnormality in fetus,Maternal care for ( suspected ) chromosomal abnormality in fetus,2,0,) chromosomal abnormality in fetus
O,Maternal care for (suspected) hereditary disease in fetus,Maternal care for ( suspected ) hereditary disease in fetus,2,0,Maternal care for (
O,Maternal care for (suspected) hereditary disease in fetus,Maternal care for ( suspected ) hereditary disease in fetus,2,1, 
O,Maternal care for (suspected) hereditary disease in fetus,Maternal care for ( suspected ) hereditary disease in fetus,2,0,suspected
O,Maternal care for (suspected) hereditary disease in fetus,Maternal care for ( suspected ) hereditary disease in fetus,2,1, 
O,Maternal care for (suspected) hereditary disease in fetus,Maternal care for ( suspected ) hereditary disease in fetus,2,0,) hereditary disease in fetus
O,Maternal care for (suspected) damage to fetus from viral disease in mother,Maternal care for ( suspected ) damage to fetus from viral disease in mother,2,0,Maternal care for (
O,Maternal care for (suspected) damage to fetus from viral disease in mother,Maternal care for ( suspected ) damage to fetus from viral disease in mother,2,1, 
O,Maternal care for (suspected) damage to fetus from viral disease in mother,Maternal care for ( suspected ) damage to fetus from viral disease in mother,2,0,suspected
O,Maternal care for (suspected) damage to fetus from viral disease in mother,Maternal care for ( suspected ) damage to fetus from viral disease in mother,2,1, 
O,Maternal care for (suspected) damage to fetus from viral disease in mother,Maternal care for ( suspected ) damage to fetus from viral disease in mother,2,0,) damage to fetus from viral disease in mother
O,Maternal care for (suspected) damage to fetus from alcohol,Maternal care for ( suspected ) damage to fetus from alcohol,2,0,Maternal care for (
O,Maternal care for (suspected) damage to fetus from alcohol,Maternal care for ( suspected ) damage to fetus from alcohol,2,1, 
O,Maternal care for (suspected) damage to fetus from alcohol,Maternal care for ( suspected ) damage to fetus from alcohol,2,0,suspected
O,Maternal care for (suspected) damage to fetus from alcohol,Maternal care for ( suspected ) damage to fetus from alcohol,2,1, 
O,Maternal care for (suspected) damage to fetus from alcohol,Maternal care for ( suspected ) damage to fetus from alcohol,2,0,) damage to fetus from alcohol
O,Maternal care for (suspected) damage to fetus by drugs,Maternal care for ( suspected ) damage to fetus by drugs,2,0,Maternal care for (
O,Maternal care for (suspected) damage to fetus by drugs,Maternal care for ( suspected ) damage to fetus by drugs,2,1, 
O,Maternal care for (suspected) damage to fetus by drugs,Maternal care for ( suspected ) damage to fetus by drugs,2,0,suspected
O,Maternal care for (suspected) damage to fetus by drugs,Maternal care for ( suspected ) damage to fetus by drugs,2,1, 
O,Maternal care for (suspected) damage to fetus by drugs,Maternal care for ( suspected ) damage to fetus by drugs,2,0,) damage to fetus by drugs
O,Maternal care for (suspected) damage to fetus by radiation,Maternal care for ( suspected ) damage to fetus by radiation,2,0,Maternal care for (
O,Maternal care for (suspected) damage to fetus by radiation,Maternal care for ( suspected ) damage to fetus by radiation,2,1, 
O,Maternal care for (suspected) damage to fetus by radiation,Maternal care for ( suspected ) damage to fetus by radiation,2,0,suspected
O,Maternal care for (suspected) damage to fetus by radiation,Maternal care for ( suspected ) damage to fetus by radiation,2,1, 
O,Maternal care for (suspected) damage to fetus by radiation,Maternal care for ( suspected ) damage to fetus by radiation,2,0,) damage to fetus by radiation
O,Maternal care for (suspected) damage to fetus by other medical procedures,Maternal care for ( suspected ) damage to fetus by other medical procedures,2,0,Maternal care for (
O,Maternal care for (suspected) damage to fetus by other medical procedures,Maternal care for ( suspected ) damage to fetus by other medical procedures,2,1, 
O,Maternal care for (suspected) damage to fetus by other medical procedures,Maternal care for ( suspected ) damage to fetus by other medical procedures,2,0,suspected
O,Maternal care for (suspected) damage to fetus by other medical procedures,Maternal care for ( suspected ) damage to fetus by other medical procedures,2,1, 
O,Maternal care for (suspected) damage to fetus by other medical procedures,Maternal care for ( suspected ) damage to fetus by other medical procedures,2,0,) damage to fetus by other medical procedures
O,Maternal care for other (suspected) fetal abnormality and damage,Maternal care for other ( suspected ) fetal abnormality and damage,2,0,Maternal care for other (
O,Maternal care for other (suspected) fetal abnormality and damage,Maternal care for other ( suspected ) fetal abnormality and damage,2,1, 
O,Maternal care for other (suspected) fetal abnormality and damage,Maternal care for other ( suspected ) fetal abnormality and damage,2,0,suspected
O,Maternal care for other (suspected) fetal abnormality and damage,Maternal care for other ( suspected ) fetal abnormality and damage,2,1, 
O,Maternal care for other (suspected) fetal abnormality and damage,Maternal care for other ( suspected ) fetal abnormality and damage,2,0,) fetal abnormality and damage
O,"Maternal care for (suspected) fetal abnormality and damage, unspecified","Maternal care for ( suspected ) fetal abnormality and damage, unspecified",2,0,Maternal care for (
O,"Maternal care for (suspected) fetal abnormality and damage, unspecified","Maternal care for ( suspected ) fetal abnormality and damage, unspecified",2,1, 
O,"Maternal care for (suspected) fetal abnormality and damage, unspecified","Maternal care for ( suspected ) fetal abnormality and damage, unspecified",2,0,suspected
O,"Maternal care for (suspected) fetal abnormality and damage, unspecified","Maternal care for ( suspected ) fetal abnormality and damage, unspecified",2,1, 
O,"Maternal care for (suspected) fetal abnormality and damage, unspecified","Maternal care for ( suspected ) fetal abnormality and damage, unspecified",2,0,") fetal abnormality and damage, unspecified"
O,"Disorder of amniotic fluid and membranes, unspecified","Disorder of amniotic fluid and membranes,unspecified",1,0,"Disorder of amniotic fluid and membranes,"
O,"Disorder of amniotic fluid and membranes, unspecified","Disorder of amniotic fluid and membranes,unspecified",1,-1, 
O,"Disorder of amniotic fluid and membranes, unspecified","Disorder of amniotic fluid and membranes,unspecified",1,0,unspecified
O,Prolonged first stage (of labour),Prolonged first stage ( of labour ),2,0,Prolonged first stage (
O,Prolonged first stage (of labour),Prolonged first stage ( of labour ),2,1, 
O,Prolonged first stage (of labour),Prolonged first stage ( of labour ),2,0,of labour
O,Prolonged first stage (of labour),Prolonged first stage ( of labour ),2,1, 
O,Prolonged first stage (of labour),Prolonged first stage ( of labour ),2,0,)
O,Prolonged second stage (of labour),Prolonged second stage ( of labour ),2,0,Prolonged second stage (
O,Prolonged second stage (of labour),Prolonged second stage ( of labour ),2,1, 
O,Prolonged second stage (of labour),Prolonged second stage ( of labour ),2,0,of labour
O,Prolonged second stage (of labour),Prolonged second stage ( of labour ),2,1, 
O,Prolonged second stage (of labour),Prolonged second stage ( of labour ),2,0,)
O,"Labour and delivery complicated by other cord entanglement, with compression",Labour and delivery complicated by other cord entanglement,18,0,Labour and delivery complicated by other cord entanglement
O,"Labour and delivery complicated by other cord entanglement, with compression",Labour and delivery complicated by other cord entanglement,18,-1,", with compression"
O,"Human immunodeficiency virus [HIV] disease complicating pregnancy, childbirth and the puerperium","Human immunodeficiency virus [HIV] diseases complicating pregnancy, childbirth and the puerperium",1,0,Human immunodeficiency virus [HIV] disease
O,"Human immunodeficiency virus [HIV] disease complicating pregnancy, childbirth and the puerperium","Human immunodeficiency virus [HIV] diseases complicating pregnancy, childbirth and the puerperium",1,1,s
O,"Human immunodeficiency virus [HIV] disease complicating pregnancy, childbirth and the puerperium","Human immunodeficiency virus [HIV] diseases complicating pregnancy, childbirth and the puerperium",1,0," complicating pregnancy, childbirth and the puerperium"
O,"Unspecified maternal infectious or parasitic disease complicating pregnancy, childbirth and the puerperium","Unspecified maternal infectious and parasitic disease complicating pregnancy, childbirth and the puerperium",3,0,Unspecified maternal infectious 
O,"Unspecified maternal infectious or parasitic disease complicating pregnancy, childbirth and the puerperium","Unspecified maternal infectious and parasitic disease complicating pregnancy, childbirth and the puerperium",3,-1,or
O,"Unspecified maternal infectious or parasitic disease complicating pregnancy, childbirth and the puerperium","Unspecified maternal infectious and parasitic disease complicating pregnancy, childbirth and the puerperium",3,1,and
O,"Unspecified maternal infectious or parasitic disease complicating pregnancy, childbirth and the puerperium","Unspecified maternal infectious and parasitic disease complicating pregnancy, childbirth and the puerperium",3,0," parasitic disease complicating pregnancy, childbirth and the puerperium"
P,Fetus and newborn affected by other maternal circulatory and respiratory diseases,Fetus and newborn affected by other maternal circulatory and respiartory diseases,2,0,Fetus and newborn affected by other maternal circulatory and respi
P,Fetus and newborn affected by other maternal circulatory and respiratory diseases,Fetus and newborn affected by other maternal circulatory and respiartory diseases,2,-1,r
P,Fetus and newborn affected by other maternal circulatory and respiratory diseases,Fetus and newborn affected by other maternal circulatory and respiartory diseases,2,0,a
P,Fetus and newborn affected by other maternal circulatory and respiratory diseases,Fetus and newborn affected by other maternal circulatory and respiartory diseases,2,1,r
P,Fetus and newborn affected by other maternal circulatory and respiratory diseases,Fetus and newborn affected by other maternal circulatory and respiartory diseases,2,0,tory diseases
P,"Fetus and newborn affected by maternal noxious influence, unspecified","Fetus and newborn affected by maternal noxious influences, unspecified",1,0,Fetus and newborn affected by maternal noxious influence
P,"Fetus and newborn affected by maternal noxious influence, unspecified","Fetus and newborn affected by maternal noxious influences, unspecified",1,1,s
P,"Fetus and newborn affected by maternal noxious influence, unspecified","Fetus and newborn affected by maternal noxious influences, unspecified",1,0,", unspecified"
P,Other intracranial lacerations and haemorrhages due to birth injury,Other intracranial lacerations and haemorrhage due to birth injury,1,0,Other intracranial lacerations and haemorrhage
P,Other intracranial lacerations and haemorrhages due to birth injury,Other intracranial lacerations and haemorrhage due to birth injury,1,-1,s
P,Other intracranial lacerations and haemorrhages due to birth injury,Other intracranial lacerations and haemorrhage due to birth injury,1,0, due to birth injury
P,Epicranial subaponeurotic haemorrhage due to birth injury,Epicranial subaponeurotic haemorrhgae due to birth injury,2,0,Epicranial subaponeurotic haemorrh
P,Epicranial subaponeurotic haemorrhage due to birth injury,Epicranial subaponeurotic haemorrhgae due to birth injury,2,-1,a
P,Epicranial subaponeurotic haemorrhage due to birth injury,Epicranial subaponeurotic haemorrhgae due to birth injury,2,0,g
P,Epicranial subaponeurotic haemorrhage due to birth injury,Epicranial subaponeurotic haemorrhgae due to birth injury,2,1,a
P,Epicranial subaponeurotic haemorrhage due to birth injury,Epicranial subaponeurotic haemorrhgae due to birth injury,2,0,e due to birth injury
P,Erb paralysis due to birth injury,Erb’s paralysis due to birth injury,2,0,Erb
P,Erb paralysis due to birth injury,Erb’s paralysis due to birth injury,2,1,’s
P,Erb paralysis due to birth injury,Erb’s paralysis due to birth injury,2,0, paralysis due to birth injury
P,Klumpke paralysis due to birth injury,Klumpke’s paralysis due to birth injury,2,0,Klumpke
P,Klumpke paralysis due to birth injury,Klumpke’s paralysis due to birth injury,2,1,’s
P,Klumpke paralysis due to birth injury,Klumpke’s paralysis due to birth injury,2,0, paralysis due to birth injury
P,"Congenital pneumonia due to streptococcus, group B","Congenital pneumonia due to streptococcus,group B",1,0,"Congenital pneumonia due to streptococcus,"
P,"Congenital pneumonia due to streptococcus, group B","Congenital pneumonia due to streptococcus,group B",1,-1, 
P,"Congenital pneumonia due to streptococcus, group B","Congenital pneumonia due to streptococcus,group B",1,0,group B
P,Unspecified chronic respiratory disease originating in the perinatal period,Unsepcified chronic respiratory disease originating in the perinatal period,2,0,Uns
P,Unspecified chronic respiratory disease originating in the perinatal period,Unsepcified chronic respiratory disease originating in the perinatal period,2,-1,p
P,Unspecified chronic respiratory disease originating in the perinatal period,Unsepcified chronic respiratory disease originating in the perinatal period,2,0,e
P,Unspecified chronic respiratory disease originating in the perinatal period,Unsepcified chronic respiratory disease originating in the perinatal period,2,1,p
P,Unspecified chronic respiratory disease originating in the perinatal period,Unsepcified chronic respiratory disease originating in the perinatal period,2,0,cified chronic respiratory disease originating in the perinatal period
P,"Cardiovascular disorder originating in the perinatal period, unspecified","Cardiovascular disorders originating in the perinatal period, unspecified",1,0,Cardiovascular disorder
P,"Cardiovascular disorder originating in the perinatal period, unspecified","Cardiovascular disorders originating in the perinatal period, unspecified",1,1,s
P,"Cardiovascular disorder originating in the perinatal period, unspecified","Cardiovascular disorders originating in the perinatal period, unspecified",1,0," originating in the perinatal period, unspecified"
P,Sepsis of newborn due to other and unspecified staphylococci,Sepsis of newborn due to other and unspecified streptococci,5,0,Sepsis of newborn due to other and unspecified st
P,Sepsis of newborn due to other and unspecified staphylococci,Sepsis of newborn due to other and unspecified streptococci,5,-1,aphyl
P,Sepsis of newborn due to other and unspecified staphylococci,Sepsis of newborn due to other and unspecified streptococci,5,1,rept
P,Sepsis of newborn due to other and unspecified staphylococci,Sepsis of newborn due to other and unspecified streptococci,5,0,ococci
P,"Congenital infectious and parasitic disease, unspecified","Congenital infectious and parasitic diseases,unspecified",2,0,Congenital infectious and parasitic disease
P,"Congenital infectious and parasitic disease, unspecified","Congenital infectious and parasitic diseases,unspecified",2,1,s
P,"Congenital infectious and parasitic disease, unspecified","Congenital infectious and parasitic diseases,unspecified",2,0,","
P,"Congenital infectious and parasitic disease, unspecified","Congenital infectious and parasitic diseases,unspecified",2,-1, 
P,"Congenital infectious and parasitic disease, unspecified","Congenital infectious and parasitic diseases,unspecified",2,0,unspecified
P,"Infection specific to the perinatal period, unspecified","Infection specific to the perinatal period,unspecified",1,0,"Infection specific to the perinatal period,"
P,"Infection specific to the perinatal period, unspecified","Infection specific to the perinatal period,unspecified",1,-1, 
P,"Infection specific to the perinatal period, unspecified","Infection specific to the perinatal period,unspecified",1,0,unspecified
P,Fetal blood loss from cut end of co-twin's cord,Fetal blood loss from cut end of co-twin’s cord,1,0,Fetal blood loss from cut end of co-twin
P,Fetal blood loss from cut end of co-twin's cord,Fetal blood loss from cut end of co-twin’s cord,1,-1,'
P,Fetal blood loss from cut end of co-twin's cord,Fetal blood loss from cut end of co-twin’s cord,1,1,’
P,Fetal blood loss from cut end of co-twin's cord,Fetal blood loss from cut end of co-twin’s cord,1,0,s cord
P,Other umbilical haemorrhages of newborn,Other umbilical haemorrhage of newborn,1,0,Other umbilical haemorrhage
P,Other umbilical haemorrhages of newborn,Other umbilical haemorrhage of newborn,1,-1,s
P,Other umbilical haemorrhages of newborn,Other umbilical haemorrhage of newborn,1,0, of newborn
P,"Intraventricular (nontraumatic) haemorrhage, grade 1, of fetus and newborn","Intraventricular (nontraumatic) haemorrhage,grade 1, of fetus and newborn",1,0,"Intraventricular (nontraumatic) haemorrhage,"
P,"Intraventricular (nontraumatic) haemorrhage, grade 1, of fetus and newborn","Intraventricular (nontraumatic) haemorrhage,grade 1, of fetus and newborn",1,-1, 
P,"Intraventricular (nontraumatic) haemorrhage, grade 1, of fetus and newborn","Intraventricular (nontraumatic) haemorrhage,grade 1, of fetus and newborn",1,0,"grade 1, of fetus and newborn"
P,"Intraventricular (nontraumatic) haemorrhage, grade 2, of fetus and newborn","Intraventricular (nontraumatic) haemorrhage,grade 2, of fetus and newborn",1,0,"Intraventricular (nontraumatic) haemorrhage,"
P,"Intraventricular (nontraumatic) haemorrhage, grade 2, of fetus and newborn","Intraventricular (nontraumatic) haemorrhage,grade 2, of fetus and newborn",1,-1, 
P,"Intraventricular (nontraumatic) haemorrhage, grade 2, of fetus and newborn","Intraventricular (nontraumatic) haemorrhage,grade 2, of fetus and newborn",1,0,"grade 2, of fetus and newborn"
P,"Intraventricular (nontraumatic) haemorrhage, grade 3, and grade 4 of fetus and newborn","Intraventricular (nontraumatic) haemorrhage,grade 3 and grade 4, of fetus and newborn",3,0,"Intraventricular (nontraumatic) haemorrhage,"
P,"Intraventricular (nontraumatic) haemorrhage, grade 3, and grade 4 of fetus and newborn","Intraventricular (nontraumatic) haemorrhage,grade 3 and grade 4, of fetus and newborn",3,-1, 
P,"Intraventricular (nontraumatic) haemorrhage, grade 3, and grade 4 of fetus and newborn","Intraventricular (nontraumatic) haemorrhage,grade 3 and grade 4, of fetus and newborn",3,0,grade 3
P,"Intraventricular (nontraumatic) haemorrhage, grade 3, and grade 4 of fetus and newborn","Intraventricular (nontraumatic) haemorrhage,grade 3 and grade 4, of fetus and newborn",3,-1,","
P,"Intraventricular (nontraumatic) haemorrhage, grade 3, and grade 4 of fetus and newborn","Intraventricular (nontraumatic) haemorrhage,grade 3 and grade 4, of fetus and newborn",3,0, and grade 4
P,"Intraventricular (nontraumatic) haemorrhage, grade 3, and grade 4 of fetus and newborn","Intraventricular (nontraumatic) haemorrhage,grade 3 and grade 4, of fetus and newborn",3,1,","
P,"Intraventricular (nontraumatic) haemorrhage, grade 3, and grade 4 of fetus and newborn","Intraventricular (nontraumatic) haemorrhage,grade 3 and grade 4, of fetus and newborn",3,0, of fetus and newborn
P,Other intracranial (nontraumatic) haemorrhages of fetus and newborn,Other intracranial (nontraumatic) haemorrhage of fetus and newborn,1,0,Other intracranial (nontraumatic) haemorrhage
P,Other intracranial (nontraumatic) haemorrhages of fetus and newborn,Other intracranial (nontraumatic) haemorrhage of fetus and newborn,1,-1,s
P,Other intracranial (nontraumatic) haemorrhages of fetus and newborn,Other intracranial (nontraumatic) haemorrhage of fetus and newborn,1,0, of fetus and newborn
P,Other neonatal gastrointestinal haemorrhage,Other neonatal gastrointestinal haemorrghage,1,0,Other neonatal gastrointestinal haemorr
P,Other neonatal gastrointestinal haemorrhage,Other neonatal gastrointestinal haemorrghage,1,1,g
P,Other neonatal gastrointestinal haemorrhage,Other neonatal gastrointestinal haemorrghage,1,0,hage
P,"Haemolytic disease of fetus and newborn, unspecified","Haemolytic diseases of fetus and newborn,unspecified",2,0,Haemolytic disease
P,"Haemolytic disease of fetus and newborn, unspecified","Haemolytic diseases of fetus and newborn,unspecified",2,1,s
P,"Haemolytic disease of fetus and newborn, unspecified","Haemolytic diseases of fetus and newborn,unspecified",2,0," of fetus and newborn,"
P,"Haemolytic disease of fetus and newborn, unspecified","Haemolytic diseases of fetus and newborn,unspecified",2,-1, 
P,"Haemolytic disease of fetus and newborn, unspecified","Haemolytic diseases of fetus and newborn,unspecified",2,0,unspecified
P,"Neonatal jaundice due to excessive haemolysis, unspecified","Neonatal jaundice due to excessive haemolysis,unspecified",1,0,"Neonatal jaundice due to excessive haemolysis,"
P,"Neonatal jaundice due to excessive haemolysis, unspecified","Neonatal jaundice due to excessive haemolysis,unspecified",1,-1, 
P,"Neonatal jaundice due to excessive haemolysis, unspecified","Neonatal jaundice due to excessive haemolysis,unspecified",1,0,unspecified
P,"Perinatal haematological disorder, unspecified","Perinatal haematological disorders, unspecified",1,0,Perinatal haematological disorder
P,"Perinatal haematological disorder, unspecified","Perinatal haematological disorders, unspecified",1,1,s
P,"Perinatal haematological disorder, unspecified","Perinatal haematological disorders, unspecified",1,0,", unspecified"
P,Cow milk hypocalcaemia in newborn,Cow’s milk hypocalcaemia in newborn,2,0,Cow
P,Cow milk hypocalcaemia in newborn,Cow’s milk hypocalcaemia in newborn,2,1,’s
P,Cow milk hypocalcaemia in newborn,Cow’s milk hypocalcaemia in newborn,2,0, milk hypocalcaemia in newborn
P,"Transitory neonatal endocrine disorder, unspecified","Transitory neonatal andocrine disorder,unspecified",2,0,Transitory neonatal 
P,"Transitory neonatal endocrine disorder, unspecified","Transitory neonatal andocrine disorder,unspecified",2,-1,e
P,"Transitory neonatal endocrine disorder, unspecified","Transitory neonatal andocrine disorder,unspecified",2,1,a
P,"Transitory neonatal endocrine disorder, unspecified","Transitory neonatal andocrine disorder,unspecified",2,0,"ndocrine disorder,"
P,"Transitory neonatal endocrine disorder, unspecified","Transitory neonatal andocrine disorder,unspecified",2,-1, 
P,"Transitory neonatal endocrine disorder, unspecified","Transitory neonatal andocrine disorder,unspecified",2,0,unspecified
P,"Transitory metabolic disturbance of newborn, unspecified","Transitory metabolic disturbance of newborn,unspecified",1,0,"Transitory metabolic disturbance of newborn,"
P,"Transitory metabolic disturbance of newborn, unspecified","Transitory metabolic disturbance of newborn,unspecified",1,-1, 
P,"Transitory metabolic disturbance of newborn, unspecified","Transitory metabolic disturbance of newborn,unspecified",1,0,unspecified
P,"Perinatal digestive system disorder, unspecified","Perinatal digestive system disorders, unspecified",1,0,Perinatal digestive system disorder
P,"Perinatal digestive system disorder, unspecified","Perinatal digestive system disorders, unspecified",1,1,s
P,"Perinatal digestive system disorder, unspecified","Perinatal digestive system disorders, unspecified",1,0,", unspecified"
P,"Disturbance of cerebral status of newborn, unspecified","Disturbance of cerebral status of newborn,unspecified",1,0,"Disturbance of cerebral status of newborn,"
P,"Disturbance of cerebral status of newborn, unspecified","Disturbance of cerebral status of newborn,unspecified",1,-1, 
P,"Disturbance of cerebral status of newborn, unspecified","Disturbance of cerebral status of newborn,unspecified",1,0,unspecified
P,Neonatal withdrawal symptoms from maternal use of drugs of addiction,Neonatal withdrawal syndrome from maternal use of drugs of addiction,4,0,Neonatal withdrawal sy
P,Neonatal withdrawal symptoms from maternal use of drugs of addiction,Neonatal withdrawal syndrome from maternal use of drugs of addiction,4,-1,mpt
P,Neonatal withdrawal symptoms from maternal use of drugs of addiction,Neonatal withdrawal syndrome from maternal use of drugs of addiction,4,1,ndr
P,Neonatal withdrawal symptoms from maternal use of drugs of addiction,Neonatal withdrawal syndrome from maternal use of drugs of addiction,4,0,om
P,Neonatal withdrawal symptoms from maternal use of drugs of addiction,Neonatal withdrawal syndrome from maternal use of drugs of addiction,4,-1,s
P,Neonatal withdrawal symptoms from maternal use of drugs of addiction,Neonatal withdrawal syndrome from maternal use of drugs of addiction,4,1,e
P,Neonatal withdrawal symptoms from maternal use of drugs of addiction,Neonatal withdrawal syndrome from maternal use of drugs of addiction,4,0, from maternal use of drugs of addiction
P,"Complications of intrauterine procedures, not elsewhere classified","Complications of intrauterine procedures,not elsewhere classified",1,0,"Complications of intrauterine procedures,"
P,"Complications of intrauterine procedures, not elsewhere classified","Complications of intrauterine procedures,not elsewhere classified",1,-1, 
P,"Complications of intrauterine procedures, not elsewhere classified","Complications of intrauterine procedures,not elsewhere classified",1,0,not elsewhere classified
P,"Condition originating in the perinatal period, unspecified","Condition originating in the perinatal period,unspecified",1,0,"Condition originating in the perinatal period,"
P,"Condition originating in the perinatal period, unspecified","Condition originating in the perinatal period,unspecified",1,-1, 
P,"Condition originating in the perinatal period, unspecified","Condition originating in the perinatal period,unspecified",1,0,unspecified
Q,"Congenital malformation of spinal cord, unspecified","Congenital malformation of spinal cord,unspecified",1,0,"Congenital malformation of spinal cord,"
Q,"Congenital malformation of spinal cord, unspecified","Congenital malformation of spinal cord,unspecified",1,-1, 
Q,"Congenital malformation of spinal cord, unspecified","Congenital malformation of spinal cord,unspecified",1,0,unspecified
Q,"Congenital malformation of nervous system, unspecified","Congenital malformation of nervous system,unspecified",1,0,"Congenital malformation of nervous system,"
Q,"Congenital malformation of nervous system, unspecified","Congenital malformation of nervous system,unspecified",1,-1, 
Q,"Congenital malformation of nervous system, unspecified","Congenital malformation of nervous system,unspecified",1,0,unspecified
Q,Other congenital malformations of anterior segment of eye,Other congenital malformations of anterio segment of eye,1,0,Other congenital malformations of anterio
Q,Other congenital malformations of anterior segment of eye,Other congenital malformations of anterio segment of eye,1,-1,r
Q,Other congenital malformations of anterior segment of eye,Other congenital malformations of anterio segment of eye,1,0, segment of eye
Q,Other congenital malformations of posterior segment of eye,Other congenital malformations of posterior segment ot eye,1,0,Other congenital malformations of posterior segment o
Q,Other congenital malformations of posterior segment of eye,Other congenital malformations of posterior segment ot eye,1,-1,f
Q,Other congenital malformations of posterior segment of eye,Other congenital malformations of posterior segment ot eye,1,1,t
Q,Other congenital malformations of posterior segment of eye,Other congenital malformations of posterior segment ot eye,1,0, eye
Q,"Congenital malformation of face and neck, unspecified","Congenital malformation of face and neck,unspecified",1,0,"Congenital malformation of face and neck,"
Q,"Congenital malformation of face and neck, unspecified","Congenital malformation of face and neck,unspecified",1,-1, 
Q,"Congenital malformation of face and neck, unspecified","Congenital malformation of face and neck,unspecified",1,0,unspecified
Q,"Congenital malformation of cardiac septum, unspecified","Congenital malformation of cardiac septum,unspecified",1,0,"Congenital malformation of cardiac septum,"
Q,"Congenital malformation of cardiac septum, unspecified","Congenital malformation of cardiac septum,unspecified",1,-1, 
Q,"Congenital malformation of cardiac septum, unspecified","Congenital malformation of cardiac septum,unspecified",1,0,unspecified
Q,Ebstein anomaly,Ebstein’s anomaly,2,0,Ebstein
Q,Ebstein anomaly,Ebstein’s anomaly,2,1,’s
Q,Ebstein anomaly,Ebstein’s anomaly,2,0, anomaly
Q,"Congenital malformation of tricuspid valve, unspecified","Congenital malformation of tricuspid valve,unspecified",1,0,"Congenital malformation of tricuspid valve,"
Q,"Congenital malformation of tricuspid valve, unspecified","Congenital malformation of tricuspid valve,unspecified",1,-1, 
Q,"Congenital malformation of tricuspid valve, unspecified","Congenital malformation of tricuspid valve,unspecified",1,0,unspecified
Q,"Congenital malformation of great arteries, unspecified","Congenital malformation of great arteries,unspecified",1,0,"Congenital malformation of great arteries,"
Q,"Congenital malformation of great arteries, unspecified","Congenital malformation of great arteries,unspecified",1,-1, 
Q,"Congenital malformation of great arteries, unspecified","Congenital malformation of great arteries,unspecified",1,0,unspecified
Q,"Anomalous pulmonary venous connection, unspecified","Anomalous pulmonary venous connection,unspecified",1,0,"Anomalous pulmonary venous connection,"
Q,"Anomalous pulmonary venous connection, unspecified","Anomalous pulmonary venous connection,unspecified",1,-1, 
Q,"Anomalous pulmonary venous connection, unspecified","Anomalous pulmonary venous connection,unspecified",1,0,unspecified
Q,"Congenital malformation of great vein, unspecified","Congenital malformation of great vein,unspecified",1,0,"Congenital malformation of great vein,"
Q,"Congenital malformation of great vein, unspecified","Congenital malformation of great vein,unspecified",1,-1, 
Q,"Congenital malformation of great vein, unspecified","Congenital malformation of great vein,unspecified",1,0,unspecified
Q,"Congenital malformation of circulatory system, unspecified","Congenital malformation of circulatory system,unspecified",1,0,"Congenital malformation of circulatory system,"
Q,"Congenital malformation of circulatory system, unspecified","Congenital malformation of circulatory system,unspecified",1,-1, 
Q,"Congenital malformation of circulatory system, unspecified","Congenital malformation of circulatory system,unspecified",1,0,unspecified
Q,"Congenital malformation of respiratory system, unspecified","Congenital malformation of respiratory system,unspecified",1,0,"Congenital malformation of respiratory system,"
Q,"Congenital malformation of respiratory system, unspecified","Congenital malformation of respiratory system,unspecified",1,-1, 
Q,"Congenital malformation of respiratory system, unspecified","Congenital malformation of respiratory system,unspecified",1,0,unspecified
Q,"Congenital malformations of lips, not elsewhere classified","Congenital malformations of lip, not elsewhere classified",1,0,Congenital malformations of lip
Q,"Congenital malformations of lips, not elsewhere classified","Congenital malformations of lip, not elsewhere classified",1,-1,s
Q,"Congenital malformations of lips, not elsewhere classified","Congenital malformations of lip, not elsewhere classified",1,0,", not elsewhere classified"
Q,Other congenital malformations of pharynx,Other congenital malformation of pharynx,1,0,Other congenital malformation
Q,Other congenital malformations of pharynx,Other congenital malformation of pharynx,1,-1,s
Q,Other congenital malformations of pharynx,Other congenital malformation of pharynx,1,0, of pharynx
Q,"Congenital malformation of oesophagus, unspecified","Congenital malformation of oesophagus,unspecified",1,0,"Congenital malformation of oesophagus,"
Q,"Congenital malformation of oesophagus, unspecified","Congenital malformation of oesophagus,unspecified",1,-1, 
Q,"Congenital malformation of oesophagus, unspecified","Congenital malformation of oesophagus,unspecified",1,0,unspecified
Q,"Congenital absence, atresia and stenosis of other specified parts of small intestine","Congenital absence, atresia and stenosis of other specified part of small intestine",1,0,"Congenital absence, atresia and stenosis of other specified part"
Q,"Congenital absence, atresia and stenosis of other specified parts of small intestine","Congenital absence, atresia and stenosis of other specified part of small intestine",1,-1,s
Q,"Congenital absence, atresia and stenosis of other specified parts of small intestine","Congenital absence, atresia and stenosis of other specified part of small intestine",1,0, of small intestine
Q,Meckel diverticulum,Meckel’s diverticulum,2,0,Meckel
Q,Meckel diverticulum,Meckel’s diverticulum,2,1,’s
Q,Meckel diverticulum,Meckel’s diverticulum,2,0, diverticulum
Q,Hirschsprung disease,Hirschsprung’s disease,2,0,Hirschsprung
Q,Hirschsprung disease,Hirschsprung’s disease,2,1,’s
Q,Hirschsprung disease,Hirschsprung’s disease,2,0, disease
Q,"Congenital malformation of digestive system, unspecified","Congenital malformation of digestive system,unspecified",1,0,"Congenital malformation of digestive system,"
